,speaker,background,speech,type,gender,debate,day,order,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment
7026,Bernie Sanders,,"But if they do, I will do everything in my power to make sure that they are elected in order to defeat the most dangerous president in the history of our country.",Candidate,male,7,1,201,,,,,,,0.13333333333333333
7029,Bernie Sanders,,That is correct.,Candidate,male,7,1,204,,,,,,,0.0
7032,Elizabeth Warren,,"I disagreed. Bernie is my friend, and I am not here to try to fight with Bernie. But, look, this question about whether or not a woman can be president has been raised, and it's time for us to attack it head-on.",Candidate,female,7,1,207,Bernie;Bernie;,,,,,,0.0
7033,Elizabeth Warren,,"And I think the best way to talk about who can win is by looking at people's winning record. So, can a woman beat Donald Trump?",Candidate,female,7,1,208,Donald Trump;,,,,,,0.7666666666666666
7034,Elizabeth Warren,,"Look at the men on this stage. Collectively, they have lost 10 elections.",Candidate,female,7,1,209,,,,,,,0.0
7036,Elizabeth Warren,,The only people on this stage who have won every single election that they've been in are the women...,Candidate,female,7,1,211,,,,,,,-0.03571428571428571
7038,Elizabeth Warren,,... Amy and me.,Candidate,female,7,1,213,Amy;,,,,,,0.0
7039,Amy Klobuchar,,So true.,Candidate,female,7,1,214,,,,,,,0.35
7041,Amy Klobuchar,,So true.,Candidate,female,7,1,216,,,,,,,0.35
7043,Elizabeth Warren,,And the only person on this stage who has beaten an incumbent Republican any time in the past 30 years is me.,Candidate,female,7,1,218,,,,Republican;,,,-0.125
7044,Elizabeth Warren,,And here's what I know. The real danger that we face as Democrats is picking a candidate who can't pull our party together or someone who takes for granted big parts of the Democratic constituency.,Candidate,female,7,1,219,,,,Democratic;Democrats;,,,0.1
7045,Elizabeth Warren,,"We need a candidate who will excite all parts of the Democratic Party, bring everyone in and give everyone a Democrat to believe in. That's my plan and that is why I'm going to win.",Candidate,female,7,1,220,,the Democratic Party;,,Democrat;,,,0.8
7048,Amy Klobuchar,,Thank you.,Candidate,female,7,1,223,,,,,,,0.0
7050,Amy Klobuchar,,"Thank you, Elizabeth.",Candidate,female,7,1,225,Elizabeth;,,,,,,0.0
7052,Amy Klobuchar,,I would like to point out...,Candidate,female,7,1,227,,,,,,,0.0
7054,Amy Klobuchar,,"Oh, OK.",Candidate,female,7,1,229,,,,,,,0.5
7057,Amy Klobuchar,,"I thought it was such an open-end — I wasn't at the meeting, so I can't comment, but I was going to say...",Candidate,female,7,1,232,,,,,,,0.0
7060,Amy Klobuchar,,"I hear that. People have said it. That's why I've addressed it from this stage. I point out that you don't have to be the tallest person in the room. James Madison was 5'4"". You don't have to be the skinniest person in the room. You don't have to be the loudest person. You have to be competent.",Candidate,female,7,1,235,James Madison;,,,,,,0.5
7061,Amy Klobuchar,,"And when you look at the facts, Michigan has a woman governor right now and she beat a Republican, Gretchen Whitmer. Kansas has a woman governor right now and she beat Kris Kobach. And her name is — I'm very proud to know her, and her name is Governor Kelly. Thank you.",Candidate,female,7,1,236,Kelly;Kris Kobach;Gretchen Whitmer;,,Kansas;Michigan;,Republican;,,,0.5238095238095238
7062,Amy Klobuchar,,"Third, I would add to this, you have to be competent to win and you have to know what you're doing. And when you look at what I have done, I have won every race, every place, every time. I have won in the reddest of districts. I have won in the suburban areas, in the rural areas. I have brought people with me.",Candidate,female,7,1,237,,,,,,,0.26
7063,Amy Klobuchar,,That is why I have the most endorsements of current Iowa legislators and former Iowa legislators in this race.,Candidate,female,7,1,238,,,Iowa;Iowa;,,,,0.16666666666666666
7065,Amy Klobuchar,,Because they know I bring people with me.,Candidate,female,7,1,240,,,,,,,0.0
7066,Amy Klobuchar,,"And finally, every single person...",Candidate,female,7,1,241,,,,,,,-0.03571428571428571
7068,Amy Klobuchar,,"... that I have beaten, my Republican opponents, have gotten out of politics for good.",Candidate,female,7,1,243,,,,Republican;,,,0.7
7070,Amy Klobuchar,,And I think — I think that sounds pretty good. I think that sounds pretty good with the guy we have in the White House right now.,Candidate,female,7,1,245,,,,,,,0.36428571428571427
7073,Bernie Sanders,,"Well, just to set the record straight, I defeated an incumbent Republican running for Congress.",Candidate,male,7,1,248,,Congress;,,Republican;,,,0.2
7074,Elizabeth Warren,,When?,Candidate,female,7,1,249,,,,,,,0.0
7075,Bernie Sanders,,Nineteen-ninety.,Candidate,male,7,1,250,,,,,,,0.0
7076,Bernie Sanders,,"That's how I won, beat a republican congressman.",Candidate,male,7,1,251,,,,republican;,,,0.0
7078,Bernie Sanders,,Number two...,Candidate,male,7,1,253,,,,,,,0.0
7079,Elizabeth Warren,,Thirty years ago.,Candidate,female,7,1,254,,,,,,,0.0
7080,Bernie Sanders,,"... of course, I don't think there's any debate up here...",Candidate,male,7,1,255,,,,,,,0.0
7081,Elizabeth Warren,,Wasn't it 30 years ago?,Candidate,female,7,1,256,,,,,,,0.0
7082,Bernie Sanders,,I beat an incumbent Republican congressman.,Candidate,male,7,1,257,,,,Republican;,,,0.0
7083,Elizabeth Warren,,And I said I was the only one who's beaten an incumbent Republican in 30 years.,Candidate,female,7,1,258,,,,Republican;,,,0.0
7085,Bernie Sanders,,"Well, 30 years ago is 1990, as a matter of fact.",Candidate,male,7,1,260,,,,,,,0.0
7087,Bernie Sanders,,But I don't know that that's the major issue of the day. I think what the major issue of the day is — let's — does anybody in their right mind think that a woman cannot be elected president?,Candidate,male,7,1,262,,,,,,,0.1369047619047619
7088,Bernie Sanders,,"That's — nobody believes that. Of — Hillary Clinton got 3 million votes, more votes than Trump. So who believes that a woman can't win? Of course, a woman can win.",Candidate,male,7,1,263,Trump;Hillary Clinton;,,,,,,0.7000000000000001
7089,Bernie Sanders,,"But the real question is, how do we beat Trump?",Candidate,male,7,1,264,Trump;,,,,,,0.2
7090,Bernie Sanders,,"And the only way we beat Trump is by a campaign of energy and excitement and a campaign that has, by far, the largest voter turnout in the history of this country. And I believe that our campaign has the strongest grassroots movement...",Candidate,male,7,1,265,Trump;,,,,,,0.05
7092,Bernie Sanders,,We have been endorsed by many grassroots organizations...,Candidate,male,7,1,267,,,,,,,0.5
7094,Bernie Sanders,,That's why...,Candidate,male,7,1,269,,,,,,,0.0
7097,Elizabeth Warren,,"So I do think it's the right question, ""How do we beat Trump?""",Candidate,female,7,1,272,Trump;,,,,,,0.2857142857142857
7098,Elizabeth Warren,,"And here's the thing. Since Donald Trump was elected, women candidates have out-performed men candidates in competitive races. And in 2018, we took back the House; we took back statehouses, because of women candidates and women voters.",Candidate,female,7,1,273,Donald Trump;,House;,,,,,0.0
7099,Elizabeth Warren,,"Look, don't deny that the question is there. Back in the 1960s, people asked, ""Could a Catholic win?""",Candidate,female,7,1,274,,,,Catholic;,,,0.26666666666666666
7100,Elizabeth Warren,,"Back in 2008, people asked if an African-American could win.",Candidate,female,7,1,275,,,,African-American;,,,0.4
7101,Elizabeth Warren,,"In both times the Democratic Party stepped up and said yes, got behind their candidate and we changed America. That's who we are.",Candidate,female,7,1,276,,the Democratic Party;,America;,,,,-0.4
7105,Joe Biden,,"I agree women can win. And I have went in and campaigned for 27 of them this last — in 2018, the best group I've ever campaigned for, in terms of competence",Candidate,male,7,1,280,,,,,,,0.6
7106,Joe Biden,,"But the real issue is who can bring the whole party together, represents all elements of the party, African-American, brown, black, women, men, gay, straight. The fact of the matter is that — I would argue that, in terms of endorsements around the country, endorsements wherever we go, I am the one who has the broadest coalition of anyone running up here in this race.",Candidate,male,7,1,281,brown;,,,African-American;,,,0.17
7116,Bernie Sanders,,"Well, what I will tell you is Medicare For All, which will guarantee comprehensive health care to every man, woman and child, will cost substantially less than the status quo.",Candidate,male,7,1,291,,Medicare;,,,,,-0.16666666666666666
7117,Bernie Sanders,,"Medicare For All will end the absurdity of the United States paying by far the highest prices in the world for prescription drugs and health care in general, while we have 87 million uninsured — uninsured and underinsured, and while 30,000 people die each year.",Candidate,male,7,1,292,,Medicare;,United States;,,,,0.07500000000000001
7118,Bernie Sanders,,"Under Medicare For All, one of the provisions we have to pay for it is a 4 percent tax on income, exempting the first $29,000. So the average family in America that today makes $60,000 would pay $1,200 a year, compared to that family paying $12,000 a year.",Candidate,male,7,1,293,,Medicare;,America;,,,,0.05
7119,Bernie Sanders,,"We save money, comprehensive health care, because we take on the greed and the profiteering and the administrative nightmare that currently exists in our dysfunctional system.",Candidate,male,7,1,294,,,,,,,0.0
7121,Joe Biden,,"I think we need to be candid with voters. I think we have to tell them what we're going to do and what it's going to cost. And a 4 percent tax on income over $24,000 doesn't even come close to paying for between $30 trillion, and some estimates as high as $40 trillion over 10 years.",Candidate,male,7,1,296,,,,,,,0.38
7122,Joe Biden,,"That's doubling the entire federal budget per year. There's a way to do that. The way to do that is to take Obamacare, reinstate — rebuild it, provide a public option, allow Medicare for those folks who want it, and in fact make sure that we, in the process, reduce the cost of — of drug prices, reduce the cost of being able to buy into the — subsidize it further, and make it everybody — available to everyone.",Candidate,male,7,1,297,,Medicare;Obamacare;,,,,,0.2333333333333333
7123,Joe Biden,,Here's the deal. That costs a lot of money. That costs $740 billion over 10 years. I lay out how I'd pay for that.,Candidate,male,7,1,298,,,,,,,0.0
7125,Bernie Sanders,,"Well, first of all, what Joe forgets to say is, when you leave the current system as it is, what you are talking about are workers paying on average 20 percent of their incomes for health care. That is insane.",Candidate,male,7,1,300,Joe;,,,,,,-0.225
7126,Bernie Sanders,,"You've got 500,000 people going bankrupt because they cannot pay their medical bills. We're spending twice as much per capita on health care as do the people of any other country.",Candidate,male,7,1,301,,,,,,,0.025000000000000005
7127,Bernie Sanders,,"Look, we have talked about health care for all — in this country — for over 100 years. Now is the time to take on the greed and corruption of the health care industry, of the drug companies, and finally provide health care to all through a Medicare For All single-payer program.",Candidate,male,7,1,302,,Medicare;,,,,,0.0
7128,Bernie Sanders,,"It won't be easy, but that is what we have to do.",Candidate,male,7,1,303,,,,,,,0.43333333333333335
7130,Joe Biden,,You can do it without that. You can do it without Medicare For All. You can get the same place.,Candidate,male,7,1,305,,Medicare;,,,,,0.0
7131,Bernie Sanders,,"No, you can't.",Candidate,male,7,1,306,,,,,,,0.0
7133,Amy Klobuchar,,"Yeah. Sen. Sanders and I have worked together on pharmaceuticals for a long, long time. And we agree on this. But what I don't agree with is that we — his position on health care.",Candidate,female,7,1,308,Sanders;,,,,,,-0.05
7134,Amy Klobuchar,,"This debate isn't real. I was in Vegas the other day and someone said ""Don't put your chips on a number on the wheel that isn't even on the wheel.""",Candidate,female,7,1,309,,,Vegas;,,,,0.037500000000000006
7135,Amy Klobuchar,,That's the problem. Over two-thirds of the Democrats in the U.S. Senate are not on the bill that you and Sen. Warren on on. You have numerous governors that are Democratic that don't support this. You have numerous House members that put Nancy Pelosi in as speaker.,Candidate,female,7,1,310,Nancy Pelosi;Warren;,House;the U.S. Senate;,,Democratic;Democrats;,,,0.0
7136,Amy Klobuchar,,The answer is a non-profit public option. The answer is — the real debate we should be having is how do we make it easier for people to get coverage for addiction and mental health. I have a plan for that.,Candidate,female,7,1,311,,,,,,,0.03333333333333333
7137,Amy Klobuchar,,"And then, finally, what should we do about long-term care? The elephant that doesn't even fit in this room. We need to make it easier for people to get long-term care insurance. We need to make it easier for them to pay for their premiums.",Candidate,female,7,1,312,,,,,,,0.2
7138,Amy Klobuchar,,"My own dad, I know when his long-term care insurance ends, and then we have some savings for him. He's in assisted living. He got married three times — whole other story — so there isn't much there.",Candidate,female,7,1,313,,,,,,,0.225
7140,Amy Klobuchar,,"But then we go to Medicaid, and I've already talked to Catholic Elder Care.",Candidate,female,7,1,315,,Medicaid;,,Catholic;,,,0.0
7142,Amy Klobuchar,,They're willing to take him in. Our story is better than so many other families. We have to make it easier for long-term care.,Candidate,female,7,1,317,,,,,,,0.28125
7144,Amy Klobuchar,,It's not just for seniors. It's also for the sandwich generation.,Candidate,female,7,1,319,,,,,,,0.0
7146,Amy Klobuchar,,People trying to help their parents.,Candidate,female,7,1,321,,,,,,,0.0
7148,Elizabeth Warren,,"So we need to start with what's happening in America. People are suffering. I'll just pick one: 36 million people last year went to the doctor, got a prescription, this is what they needed to get well, and they couldn't afford to have the prescription filled. They looked at it and said it's either groceries or this prescription.",Candidate,female,7,1,323,,,America;,,,,0.2
7149,Elizabeth Warren,,My approach to this is we've got to get as much as help to as many people as quickly as possible. I have worked out a plan where we can do that without raising taxes on middle-class families by one thin dime.,Candidate,female,7,1,324,,,,,,,0.07499999999999998
7150,Elizabeth Warren,,What I can do are the things I can do as president on the first day. We can cut the cost of prescription drugs. I'll use the power that's already given to the president to reduce the cost of insulin and EpiPens and HIV-AIDS drugs. Let's get some relief to those families. And I will defend the Affordable Care Act.,Candidate,female,7,1,325,,,,,the Affordable Care Act;,,0.25
7151,Elizabeth Warren,,"I've got a plan to expand health care, but let's keep in mind, when we come to a general election, we Democrats may argue among each other about the best way to do health care, but we're going to be up against a Republican incumbent who has cut health care for millions of people and is still trying to do that. I'll take our side of the argument any day. We're going to beat him on this.",Candidate,female,7,1,326,,,,Republican;Democrats;,,,0.30833333333333335
7154,Joe Biden,,"The proposal I lay out does, in fact, limit drug cost. It sets up — it allows all the drug companies — excuse me, it allows you to — Medicare to negotiate with drug companies for the price. It sets a system whereby you cannot raise the price of a drug beyond the cost of medical inflation. And by the way, there's mental health parity that I call for in the Obamacare expanded with the Biden option.",Candidate,male,7,1,329,Biden;,Obamacare;Medicare;,,,,,-0.05000000000000001
7156,Tom Steyer,,"Look, we've had this conversation on this stage so many times. Everybody on this stage believes that affordable health care is a right for every single American. Everybody on this stage knows that Americans are paying twice as much for health care as any other advanced country in the world. And it makes no sense and the government has to step in.",Candidate,male,7,1,331,,,,Americans;American;,,,0.1698979591836735
7157,Tom Steyer,,"I do happen to agree with Vice President Biden that we should move and develop the Affordable Care Act with a public option. But the real question is this. This is not a new problem. Why do we keep having this conversation? We have a broken government. It has been bought by corporations that include the drug companies, the insurance companies, and the private hospitals.",Candidate,male,7,1,332,Biden;,,,,the Affordable Care Act;,,-0.053636363636363635
7158,Tom Steyer,,"That's what I'm talking about. How do we get back government of, by, and for the people? How do we actually break...",Candidate,male,7,1,333,,,,,,,0.0
7160,Tom Steyer,,... the corporate stranglehold on our government so that we can get any of these things passed?,Candidate,male,7,1,335,,,,,,,0.0
7163,Bernie Sanders,,"No, our plan wouldn't bankrupt the country. And, in fact, it would much improve the well-being of working-class families and the middle class.",Candidate,male,7,1,338,,,,,,,0.1
7164,Bernie Sanders,,"Let us be clear what Medicare for all does. It ends all premiums. It ends all copayments. It ends the absurdity of deductibles. It ends out-of-pocket expenses. It takes on the pharmaceutical industry, which in some cases charges us 10 times more for the same prescription drugs sold abroad as sold here.",Candidate,male,7,1,339,,Medicare;,,,,,0.19999999999999998
7165,Bernie Sanders,,"What we will do through a Medicare for all single-payer program is substantially lower the cost of health care for employers and workers, because we end the $100 billion a year that the health care industry makes and the $500 billion a year we spend in administrative — the administrative nightmare of dealing with thousands of separate insurance plans.",Candidate,male,7,1,340,,Medicare;,,,,,0.0
7166,Bernie Sanders,,Health care is a human right. Every other major country on Earth is guaranteeing health care for all. The time is long overdue for us to do the same.,Candidate,male,7,1,341,,,,,,Earth;,0.028869047619047617
7168,Amy Klobuchar,,"Again, I think it is much better to build on the Affordable Care Act. And if you want to be practical and progressive at the same time and have a plan and not a pipedream, you have to show how you're going to pay for it.",Candidate,female,7,1,343,,,,,the Affordable Care Act;,,0.25
7169,Amy Klobuchar,,And I would also note practically that the Affordable Care Act right now is 10 points more popular than the president of the United States. So I think the answer is to build on it.,Candidate,female,7,1,344,,,the United States;,,the Affordable Care Act;,,0.4619047619047619
7170,Amy Klobuchar,,"And, yes, I think you should show how you're going to pay for things, Bernie. I do. This president is treating people out there like poker chips in one of his bankrupt casinos the way he is adding to our debt.",Candidate,female,7,1,345,Bernie;,,,,,,0.0
7171,Amy Klobuchar,,"I am the one person up here who has on her website in her plan a plan to actually start taking on the deficit, by taking part of that money from that corporate tax cut that they put in there and putting it in a fund to pay back the deficit.",Candidate,female,7,1,346,,,,,,,0.0
7173,Amy Klobuchar,,And I have shown how I'm going to pay for every single plan...,Candidate,female,7,1,348,,,,,,,-0.07142857142857142
7175,Amy Klobuchar,,"... capital gains tax going to the personal level, getting rid of oil giveaways.",Candidate,female,7,1,350,,,,,,,0.0
7177,Amy Klobuchar,,Doing something about the hedge fund loophole. You can go through...,Candidate,female,7,1,352,,,,,,,0.0
7179,Amy Klobuchar,,... and we can get the money to pay for things.,Candidate,female,7,1,354,,,,,,,0.0
7181,Pete Buttigieg,,"Well, it's making sure that there is no such thing as an uninsured American. Look, the individual mandate was an important part of the ACA because the system doesn't work if there are free riders.",Candidate,male,7,1,356,,ACA;,,American;,,,0.21666666666666667
7182,Pete Buttigieg,,What I'm offering is a choice. You don't have to be in my plan if there's another plan that you would rather keep. And there's no need to kick Americans off the plans that they want in order to deliver health care for all.,Candidate,male,7,1,357,,,,Americans;,,,0.0
7183,Pete Buttigieg,,"And my plan is paid for. Look, our party should no longer hesitate to talk about the issue of the debt and the deficit. Now, we've got a dramatically better track record on it than Republicans do. In my lifetime, it's almost invariably Republican presidents who have added to the deficit, a trillion dollars under this president. And it's why everything I've put forward — from Medicare for all who want it to the historic investments we're going to make in infrastructure to dealing with climate change — is fully paid for.",Candidate,male,7,1,358,,Medicare;,,Republican;Republicans;,,,0.25
7184,Pete Buttigieg,,"When it comes to health care, you can do it in two moves. Of course, my plan costs $1.5 trillion over a decade. No small sum. But not the $20 trillion, $30 trillion, $40 trillion that we're hearing about from the others. All you've got to do is two things, both of them are commonsense. Allow Medicare to negotiate prescription drug prices and roll back the Trump corporate tax cuts that went to corporations and the wealthy that didn't even need it.",Candidate,male,7,1,359,,Trump;Medicare;,,,,,0.15625
7186,Elizabeth Warren,,"So I started this by talking about 36 million Americans, including Americans with insurance, who just can't even afford to have a prescription filled. We all talk about plans, health care plans that we have, and these plans are paid for.",Candidate,female,7,1,361,,,,Americans;Americans;,,,0.4
7187,Elizabeth Warren,,"The problem is that plans like the mayor's and like the vice president's is that they are an improvement. They are an improvement over where we are right now. But they're a small improvement. And that's why it is that they cost so much less, because by themselves, they're not going to be enough to cover prescriptions for 36 million people who can't afford to get them filled.",Candidate,female,7,1,362,,,,,,,0.05380952380952382
7188,Elizabeth Warren,,"What we need to do is make the commitment that we know where the money comes from. We can ask those at the very top, the top 1 percent, to pay a little more. Those giant corporations like Chevron and Amazon who paid nothing in taxes, we can have them pay. And we can go after the corporate tax cheats. And when we do that, we have enough money to provide health care for all our people.",Candidate,female,7,1,363,,Amazon;Chevron;,,,,,0.2089285714285714
7189,Elizabeth Warren,,"Yes, we build on the Affordable Care Act, but where we end up is we offer health care to all of our people. And we can offer it at no cost or low cost to all of them.",Candidate,female,7,1,364,,,,,the Affordable Care Act;,,0.0
7191,Pete Buttigieg,,"It's just not true that the plan I'm proposing is small. We've got to move past a Washington mentality that suggests that the bigness of plans only consists of how many trillions of dollars they put through the Treasury, that the boldness of a plan only consists of how many Americans it can alienate.",Candidate,male,7,1,366,,Treasury;,Washington;,Americans;,,,0.04642857142857142
7192,Pete Buttigieg,,This would be a game-changer. This would be the biggest thing we've done to American health care in a half-century. Let's measure the effects of our plans based on what they would do in our everyday lives.,Candidate,male,7,1,367,,,,American;,,,-0.1
7193,Pete Buttigieg,,"And, yes, we're taking on cost. On prescription drugs, we'll have an out-of-pocket cap, even if you don't get the subsidies that would make it free, a $250 monthly cap. And here's why it's got to be monthly. You ever been in that situation or known somebody who finds that they've got to defer a procedure or delay filling a prescription to try to have it happen in the right month because of when your out-of-pocket cap hits?",Candidate,male,7,1,368,,,,,,,0.34285714285714286
7194,Pete Buttigieg,,"It makes no sense medically because most of us don't experience the economy on an annual basis. Our bills don't come in every year. They come in every month. Same with our paychecks, biweekly or monthly.",Candidate,male,7,1,369,,,,,,,0.16666666666666666
7196,Pete Buttigieg,,"That's why we set this up in a way to solve the problem without running up $20 trillion, $30 trillion, $40 trillion bills.",Candidate,male,7,1,371,,,,,,,0.0
7198,Elizabeth Warren,,"Look, the numbers that the mayor is offering just don't add up. The average family in America last year paid $12,000 in some combination of deductibles and co-pays and uncovered expenses and fees. You can't cover that with the kind of money that the mayor is talking about.",Candidate,female,7,1,373,,,America;,,,,0.15
7199,Elizabeth Warren,,The way we have to approach this is we've got to build this and we've got to build the alliances to make this happen. I can bring down the cost of prescription drugs like insulin and take hundreds of millions of dollars out of the system immediately in costs. We can get help to families.,Candidate,female,7,1,374,,,,,,,-0.15555555555555559
7200,Elizabeth Warren,,"But we have to be willing to work together. We can let people experience what health care is like when it's you and your doctor, your mental health professional, your nurse practitioner, with no insurance company standing in the middle.",Candidate,female,7,1,375,,,,,,,0.0625
7202,Elizabeth Warren,,"When people try it and use it, then...",Candidate,female,7,1,377,,,,,,,0.0
7204,Amy Klobuchar,,"Sen. Warren, you acknowledged that Medicare for all — that you couldn't get there right away. You got on the bill that said on page eight, which is why I didn't get on it, that you would kick 149 million Americans off their current health insurance. Then, a few months ago, you said, no, you're going to wait a while to get there.",Candidate,female,7,1,379,Warren;,Medicare;,,Americans;,,,0.028571428571428564
7205,Amy Klobuchar,,"And I think that was some acknowledgment that maybe what we're talking about is true. And I don't buy that it's not enough. It is a big, big step to say to people making $100,000 that your premiums will be cut in half, which is what the nonprofit public option will do.",Candidate,female,7,1,380,,,,,,,0.030555555555555555
7206,Amy Klobuchar,,"And as you talk, Mayor Buttigieg, about Medicare and having negotiation, I actually have led that bill for years. I have 34 cosponsors. As president, I can get it done. That would allow Medicare to finally negotiate and lift the ban that big pharma got into law that says they can't negotiate for better prices for our seniors.",Candidate,female,7,1,381,Buttigieg;,Medicare;Medicare;,,,,,0.125
7208,Amy Klobuchar,,I will get it done.,Candidate,female,7,1,383,,,,,,,0.0
7210,Bernie Sanders,,"We build in to our Medicare for all program a transition fund of many, many billions of dollars that will provide for up to five years income and health care and job training for those people.",Candidate,male,7,1,385,,Medicare;,,,,,0.5
7211,Bernie Sanders,,"But here is the issue. Tom Steyer made the point a moment ago. We are now spending twice as much per person on health care as do the people of any other country. That is insane. In some cases, 10 times more for prescription drugs. Why is that? Why is that? And the answer is: the greed and corruption of the drug companies and the insurance companies.",Candidate,male,7,1,386,Tom Steyer;,,,,,,-0.10625000000000001
7212,Bernie Sanders,,"And if we want to do what every other major country on Earth does and guarantee people health care is a human right, not a privilege, you know what we have to do? We are finally going to have to stand up to the health care industry...",Candidate,male,7,1,387,,,,,,Earth;,0.04464285714285714
7213,Tom Steyer,,Can I respond to this?,Candidate,male,7,1,388,,,,,,,0.0
7214,Bernie Sanders,,... and end hundreds of billions of dollars of waste and profiteering.,Candidate,male,7,1,389,,,,,,,-0.2
7216,Tom Steyer,,"I just want to emphasize what Sen. Sanders said. This is not a complicated problem. Between what Sen. Warren and Sen. Sanders said, it's clear. There are two problems. We're spending way too much because corporations own the system and we're not negotiating against those corporations.",Candidate,male,7,1,391,Sanders;Warren;Sanders;,,,,,,0.2875
7217,Tom Steyer,,And we've given tax cuts to the richest Americans and the biggest corporations for decades. That's all this is. We have corporations who are having their way with the American people and people are suffering.,Candidate,male,7,1,392,,,,American;Americans;,,,0.0
7218,Tom Steyer,,"Sen. Warren is right. This is cruelty for money. In order to break this, we're going to have to break the corporate stranglehold and solve both the tax and the negotiating problem. That's why I'm for term limits. We need to redo Washington, D.C., and...",Candidate,male,7,1,393,Warren;,,D.C.;Washington;,,,,0.14285714285714285
7220,Tom Steyer,,... actually take back the government from the corporations who've bought it.,Candidate,male,7,1,395,,,,,,,0.0
7222,Joe Biden,,"I would argue that the biggest breakthrough in recent time was us being able to do in our administration what five — five Democratic presidents couldn't get done, and that is pass Obamacare. It was a big deal.",Candidate,male,7,1,397,,Obamacare;,,Democratic;,,,0.16666666666666666
7223,Joe Biden,,"Secondly, I would argue that the way you control drug prices is you limit what they can charge for those prices. You don't have to pay the price. Limit what they can charge. If, in fact, they charge more than we set the price for, they can — they can, in fact — we can — people can import from abroad, assuming that it is — it is — it is safe.",Candidate,male,7,1,398,,,,,,,0.3333333333333333
7224,Joe Biden,,"We, in fact — it's only yellow, Wolf, OK? And we can, in fact, do all of this and still provide people the option to stay — the roughly 150 to 160 million Americans who like the negotiated plan they have with their employers. If they don't like it, or the employer gets rid of it, they can buy into a Medicare plan in the Biden plan.",Candidate,male,7,1,399,Biden;Wolf;,Medicare;,,Americans;,,,0.1
7227,Elizabeth Warren,,"So, let's do this both ways. What I also have said is, I'm just going to use the power that is available and I will do what a president can do all by herself on the very first day, and that is lower the prices of certain prescription drugs. I will lower the price of insulin.",Candidate,female,7,1,402,,,,,,,0.31309523809523815
7228,Elizabeth Warren,,"We already have the legal authority with the president to do that. The president just hasn't picked up and used it. I will lower the price of EpiPens, of HIV-AIDS drugs. That's going to bring a lot of relief to a lot of families immediately.",Candidate,female,7,1,403,,,,,,,0.2
7229,Elizabeth Warren,,"But, you know, there are a whole lot of drugs, about 90 percent of drugs, that are not under patent. They're generic drugs. But the drug industry has figured out how to manipulate this industry to keep jerking the prices up and up and up.",Candidate,female,7,1,404,,,,,,,0.1
7230,Elizabeth Warren,,"So my view is, let's give them a little competition. The government lets contracts for all kind of things. They let contracts to build buildings. They let contracts to build military weapons. Let's let the contracts out. Put the contracts out so that we can put more generic drugs out there and drive down those prices.",Candidate,female,7,1,405,,,,,,,0.10949074074074074
7231,Elizabeth Warren,,"This is a way to make markets work, not to try to move away from the market. You don't have to even use price controls. The whole idea behind it is get some competition out there so the price of these drugs that are no longer under patent drops where it should be.",Candidate,female,7,1,406,,,,,,,-0.1
7233,Amy Klobuchar,,"I am open to looking at it, but I would try these things first. Number one, I mention the Medicare negotiation. Number two, I have a plan, 137 things I've found that a president can do herself in the first 100 days without Congress — that are legal.",Candidate,female,7,1,408,,Congress;Medicare;,,,,,0.175
7235,Amy Klobuchar,,And one of those things is that you can start bringing in less expensive drugs from other countries. Bernie and I had an amendment on this. We got 14 Republican votes on it. It was at midnight. They might have not known what they were voting for. But we got that.,Candidate,female,7,1,410,Bernie;,,,Republican;,,,-0.2638888888888889
7237,Amy Klobuchar,,"I now have an actual bill with Sen. Grassley that does that. And I have a bill to get at what Elizabeth was talking about, which is to stop generics from taking money from big pharmaceuticals to keep their products off the market.",Candidate,female,7,1,412,Elizabeth;Grassley;,,,,,,0.0
7238,Amy Klobuchar,,The issue here is that there are two pharma lobbyists for every member of the Congress.,Candidate,female,7,1,413,,Congress;,,,,,0.0
7240,Amy Klobuchar,,They think they own Washington. They don't own me.,Candidate,female,7,1,415,,,Washington;,,,,0.6
7242,Amy Klobuchar,,"And as president, I will get this done.",Candidate,female,7,1,417,,,,,,,0.0
7245,Pete Buttigieg,,"It makes no sense for childcare to cost two-thirds of somebody's income. We've to drive it to 7 percent or below, and zero for those families who are living in poverty.",Candidate,male,7,1,420,,,,,,,0.0
7246,Pete Buttigieg,,"But this is happening to folks at every level of the income spectrum. I meet professionals who sometimes say that they're working in order to be able to afford childcare in order to be able to be working. It makes no sense, and it must change, and we shouldn't be afraid to put federal dollars into making that a reality.",Candidate,male,7,1,421,,,,,,,0.13333333333333333
7247,Pete Buttigieg,,"Subsidizing childcare and making sure that we are building up a workforce of people who are paid at a decent level to offer early childhood education, as well as childcare writ large. We can do that.",Candidate,male,7,1,422,,,,,,,0.24523809523809523
7248,Pete Buttigieg,,"And until we do, this will be one of the biggest drivers of the gender pay gap. Because when somebody like the voter asking the question has to step out of the workforce because of that reason, she is at a disadvantage when she comes back in, and that can affect her pay for the rest of her career.",Candidate,male,7,1,423,,,,,,,0.0
7250,Elizabeth Warren,,"No, actually, my plan is universal childcare for everyone. It just has some people adding a small payment.",Candidate,female,7,1,425,,,,,,,-0.08333333333333333
